indexOfdf,Id,ColumnName,Orignal,Modified,ErrorType,Fixing
2336,69933656,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2337,69747342,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2338,72117474,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2339,67308172,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2340,68999914,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2341,70762122,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2342,63721842,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2343,69078508,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2344,70215258,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2345,69079882,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2346,67638320,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2347,69079016,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2348,69083836,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2349,70764386,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2350,71293750,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2351,68357191,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2352,66925333,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2354,67019327,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2355,71367574,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2356,65209782,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2357,71557186,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2358,69010812,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2359,69004589,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2360,69004180,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2361,69008373,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2362,56846253,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2363,69776218,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2364,68218156,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2365,71295245,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2366,69010732,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2367,69966647,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2368,71369318,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2369,70607729,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2370,68218597,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2371,71631729,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2372,67652584,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2373,71295220,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2374,69537418,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2375,70172105,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2376,66893261,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2377,67763176,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2378,66924866,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2379,69080030,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2380,67895899,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2381,68995636,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2382,69966720,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2383,69079401,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2384,69933248,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2385,69967073,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2386,71125582,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2387,72117530,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2388,69776965,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2389,69930981,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2391,71556342,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2392,69083137,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2394,67020283,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2395,69084309,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2396,71557143,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2397,71557117,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2398,69540361,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2399,50870368,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2400,65578955,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2401,69000003,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2402,69083563,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2403,71821542,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2404,69080425,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2405,69965386,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2406,70216316,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2407,23530231,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2408,69019019,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2409,69006534,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2410,69079575,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2411,67896016,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2412,67638627,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2413,70763923,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2414,69559853,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2415,69010325,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2416,69019136,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2417,69748147,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2418,66923582,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2419,67639131,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2420,70770492,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2421,67639199,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2422,66925724,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2423,64823111,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2425,69081257,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2426,69004148,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2427,67896219,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2428,69933586,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2429,68995742,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2430,72116855,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2431,69084111,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2432,70607679,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2433,69022950,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2434,71818746,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2435,65747285,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2436,69080436,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2437,70608533,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2438,69966126,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2439,66925048,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2440,69776677,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2441,69022551,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2442,69933577,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2443,66885986,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2444,69083252,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2445,60069803,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2446,69008069,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2447,66600410,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2448,69081506,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2449,68997411,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2450,67299007,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2451,71299541,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2452,69005142,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2453,69539781,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2454,70770000,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2455,71751805,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2456,66299706,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2457,71821041,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2458,70607682,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2459,67208020,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2460,72117702,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2461,69558208,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2462,66926054,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2463,67639215,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2464,71554835,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2465,69023187,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2466,69540249,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2467,69538375,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2468,69078637,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2469,69540350,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2470,71821447,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2471,69019116,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2472,67639011,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2473,69747251,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2474,70214913,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2475,70212685,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2476,44363005,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2477,71555051,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2478,68995673,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2479,68995037,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2480,66923561,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2481,66925263,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2482,66887561,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2483,67299003,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2484,71367063,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2485,71296125,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2486,65746402,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2487,66896175,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2488,69080715,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2489,70759860,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2490,69541293,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2491,70214947,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2492,67902635,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2493,69022525,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2494,69539276,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2495,71555808,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2496,69010968,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2497,67895911,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2498,69023219,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2499,69559968,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2500,69006882,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2501,71295224,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2502,69083425,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2503,70607657,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2504,70215460,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2505,71820976,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2506,68218233,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2507,69747428,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2508,68218333,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2509,71125410,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2510,71124948,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2511,68218277,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2512,70758166,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2513,71294896,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2514,69007141,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2515,69022734,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2516,69012151,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2517,71296159,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2518,68356176,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2519,71753077,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2520,69967120,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2521,68997419,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2522,69001897,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2523,70163496,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2524,68180477,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2525,69002548,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2526,67895330,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2527,69560123,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2528,66925254,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2529,70762486,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2530,66893645,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2531,68218523,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2532,68218528,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2533,69776068,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2534,70608566,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2535,69080108,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2536,71296240,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2537,69010302,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2539,70761391,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2540,67299036,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2541,67651343,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2542,70758051,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2543,68218248,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2544,12612830,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2545,69079956,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2546,69084183,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2547,71125824,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2548,67299720,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2549,70763579,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2550,70757858,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2551,67895741,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2552,70761051,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2553,71369566,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2554,67904707,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2555,65747149,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2556,69001931,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2557,67896101,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2558,69965953,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2559,66925309,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2560,68357369,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2561,69007273,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2562,67896108,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2563,70577284,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2564,67895849,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2565,71293754,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2566,66925010,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2567,69022820,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2568,69081630,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2569,68357398,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2570,69004556,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2571,70763657,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2572,69966927,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2573,67369026,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2574,69537342,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2575,71556363,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2576,66892872,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2577,67638923,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2578,66600461,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2579,70217361,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2580,69011499,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2581,70761065,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2582,71369536,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2583,69011215,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2584,69022250,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2585,68181230,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2586,71749920,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2587,71750497,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2588,67301698,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2589,69005424,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2590,66924937,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2591,69082687,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2592,70760802,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2593,69930944,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2594,69018475,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2595,70769912,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2596,71367491,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2597,71821624,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2598,66926005,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2599,69023113,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2600,69933293,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2601,69079341,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2602,69932607,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2603,70760902,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2604,69000494,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2605,69080685,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2606,68217447,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2607,69558707,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2608,69965849,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2609,69540272,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2610,68217363,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2611,66506076,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2612,68181692,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2613,69558745,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2614,70764487,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2615,62205078,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2616,70757985,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2617,66923004,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2618,69747504,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2619,71369409,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2620,69932393,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2621,68997202,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2622,69080972,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2623,69967042,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2624,67649692,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2625,68997372,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2626,63721808,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2627,32233421,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2628,69011606,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2629,70607958,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2630,69017298,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2631,72116910,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2632,70761979,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2633,69004193,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2634,69081107,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2635,71821424,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2636,67638018,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2637,71295889,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2638,66925721,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2639,70764285,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2640,71559787,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2641,71125664,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2642,70167916,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2643,67904519,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2644,66923456,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2645,70770697,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2646,71751862,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2647,71125352,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2648,70758087,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2649,72115499,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2650,69081556,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2651,69079610,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2652,68994409,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2653,71367761,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2654,67639831,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2655,69023176,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2656,66926008,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2657,66675106,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2658,70770349,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2659,69011212,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2660,71555885,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2661,69539251,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2662,70769836,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2663,69022564,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2664,72115622,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2665,69011086,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2666,69559900,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2667,67639196,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2668,69932541,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2669,69081758,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2670,70767981,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2671,69006790,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2672,70215545,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2673,69084303,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2674,70761641,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2675,65577893,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2676,69002060,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2677,69746404,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2678,69022808,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2679,69559809,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2680,66926062,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2681,69080550,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2682,70761402,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2683,69541349,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2684,67639257,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2685,69080719,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2686,70770004,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2687,69083534,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2688,70761297,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2689,67652589,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2690,69005008,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2691,66925863,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2692,69023097,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2693,67763128,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2694,69008028,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2695,66902136,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2696,70761322,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2697,69010492,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2698,69079803,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
